number,contact_type,u_wait_reason,assignment_group,closed_at,resolved_at,u_subcategory,u_symptom,opened_at,sys_mod_count,reassignment_count
INC0116930,Email,,Service Desk,5/19/22 14:00,5/16/22 14:00,Windows File Server (fs),Configure/Modify,5/16/22 11:38,6,0
INC0116936,Walk-in,,Service Desk,5/19/22 13:00,5/16/22 13:00,Workday,How To/Question,5/16/22 12:07,1,0
INC0116935,Phone,,Service Desk,5/19/22 13:00,5/16/22 13:00,Desktop Application,Configure/Modify,5/16/22 12:07,1,0
INC0116915,Email,,Service Desk,5/19/22 13:00,5/16/22 13:00,College Account/Identity Mgmt,Configure/Modify,5/14/22 0:11,3,0
INC0116939,Email,,Service Desk,5/19/22 13:00,5/16/22 13:00,Google Mail,How To/Question,5/16/22 12:42,2,0
INC0116862,Email,,Enterprise Applications,5/19/22 13:00,5/16/22 13:00,ERP,Configure/Modify,5/11/22 11:52,6,1
INC0116902,Email,,Service Desk,5/19/22 12:00,5/16/22 12:00,College Account/Identity Mgmt,Password,5/13/22 9:25,6,0
INC0116859,Email,,Enterprise Applications,5/19/22 12:00,5/16/22 12:00,ERP,Export/Import,5/11/22 11:05,10,1
INC0116932,Phone,,Service Desk,5/19/22 12:00,5/16/22 12:00,Computer (Desktop/Laptop),How To/Question,5/16/22 11:49,1,0
INC0116924,Email,,Service Desk,5/19/22 12:00,5/16/22 12:00,OS,Configure/Modify,5/16/22 10:03,4,0
INC0116925,Self-service,,Service Desk,5/19/22 12:00,5/16/22 12:00,OS,Configure/Modify,5/16/22 10:16,4,0
INC0116928,Self-service,,Service Desk,5/19/22 12:00,5/16/22 12:00,Windows File Server (fs),Configure/Modify,5/16/22 10:58,2,0
INC0116920,Self-service,,Service Desk,5/19/22 11:00,5/16/22 11:00,Peripheral,Replace/Upgrade,5/16/22 9:08,4,0
INC0116922,Walk-in,,Service Desk,5/19/22 10:00,5/16/22 10:00,College Account/Identity Mgmt,Password,5/16/22 9:57,1,0
INC0116804,Self-service,,Service Desk,5/19/22 10:00,5/16/22 10:00,Computer (Desktop/Laptop),Install/New,5/9/22 11:16,5,0
INC0116612,Self-service,,Service Desk,5/19/22 10:00,5/16/22 10:00,OS,Install/New,4/28/22 9:49,6,0
INC0116892,Self-service,,Service Desk,5/16/22 19:00,5/13/22 19:00,Desktop Application,Configure/Modify,5/12/22 13:57,11,0
INC0116750,Email,,Student Computing,5/16/22 16:00,5/13/22 16:00,Desktop Application,Configure/Modify,5/5/22 13:23,14,1
INC0116900,Self-service,,Service Desk,5/16/22 15:00,5/13/22 15:00,OS,How To/Question,5/13/22 9:05,6,0
INC0116905,Self-service,,Service Desk,5/16/22 13:00,5/13/22 13:00,Computer (Desktop/Laptop),Configure/Modify,5/13/22 10:49,7,0
INC0116728,Email,,Student Computing,5/16/22 13:00,5/13/22 13:00,Other/Not Listed,How To/Question,5/4/22 11:57,4,0
INC0116806,Email,,Service Desk,5/12/22 13:00,5/9/22 13:00,Windows File Server (fs),Configure/Modify,5/9/22 11:22,3,0
INC0116903,Self-service,,Networks,5/16/22 11:00,5/13/22 11:00,Wired Network,Connectivity/Down,5/13/22 9:32,4,0
INC0116827,Self-service,,Service Desk,5/16/22 11:00,5/13/22 11:00,WebAdvisor,How To/Question,5/10/22 9:33,4,0
INC0116879,Email,,Service Desk,5/16/22 11:00,5/13/22 11:00,MFA,Configure/Modify,5/12/22 10:09,5,0
INC0116824,Email,,Service Desk,5/16/22 8:00,5/13/22 8:00,Office Printer,Broken/Not Working,5/10/22 9:01,6,0
INC0116832,Email,,Service Desk,5/15/22 18:00,5/12/22 18:00,Computer (Desktop/Laptop),Configure/Modify,5/10/22 11:09,3,0
INC0116894,Self-service,,Service Desk,5/15/22 17:00,5/12/22 17:00,Phone/Fax/Credit Card Line,Connectivity/Down,5/12/22 15:55,4,0
INC0116702,Email,,Student Computing,5/15/22 17:00,5/12/22 17:00,College Account/Identity Mgmt,How To/Question,5/3/22 14:10,4,0
INC0116893,Email,,Enterprise Applications,5/15/22 16:00,5/12/22 16:00,ERP,Error/Bug,5/12/22 14:18,11,1
INC0116861,Email,,Service Desk,5/15/22 15:00,5/12/22 15:00,Desktop Application,Configure/Modify,5/11/22 11:42,6,0
INC0116869,Email,,Service Desk,5/15/22 14:00,5/12/22 14:00,General Information,How To/Question,5/11/22 15:19,14,0
INC0116771,Email,,Service Desk,5/15/22 14:00,5/12/22 14:00,Windows File Server (fs),Configure/Modify,5/6/22 12:43,4,0
INC0116873,Email,,Service Desk,5/15/22 14:00,5/12/22 14:00,Desktop Application,Error/Bug,5/11/22 17:19,8,0
INC0116866,Email,,Service Desk,5/15/22 13:00,5/12/22 13:00,Windows File Server (fs),Configure/Modify,5/11/22 13:12,4,0
INC0116811,Email,,Service Desk,5/15/22 13:00,5/12/22 13:00,General Information,How To/Question,5/9/22 13:04,5,0
INC0116769,Email,,Service Desk,5/15/22 13:00,5/12/22 13:00,General Information,How To/Question,5/6/22 11:57,5,0
INC0114642,Self-service,,Service Desk,5/15/22 13:00,5/12/22 13:00,Computer (Desktop/Laptop),Install/New,2/9/22 9:28,33,2
INC0116889,Phone,,Service Desk,5/15/22 12:00,5/12/22 12:00,MFA,Configure/Modify,5/12/22 11:53,1,0
INC0116874,Email,,Service Desk,5/15/22 12:00,5/12/22 12:00,Desktop Application,Configure/Modify,5/11/22 17:39,4,0
INC0116884,Self-service,,Service Desk,5/15/22 11:00,5/12/22 11:00,Computer (Desktop/Laptop),Install/New,5/12/22 10:27,2,0
INC0116870,Email,,Service Desk,5/15/22 11:00,5/12/22 11:00,College Account/Identity Mgmt,Error/Bug,5/11/22 15:47,6,0
INC0116458,Walk-in,,Service Desk,5/15/22 11:00,5/12/22 11:00,Peripheral,Replace/Upgrade,4/21/22 15:06,6,0
INC0116877,Self-service,,Service Desk,5/15/22 10:00,5/12/22 10:00,Desktop Application,Configure/Modify,5/11/22 20:12,3,0
INC0116875,Self-service,,Service Desk,5/15/22 10:00,5/12/22 10:00,Bogus/Duplicate Record,Maintenance,5/11/22 17:44,2,0
INC0116872,Email,,Service Desk,5/15/22 10:00,5/12/22 10:00,VPN/Remote Access,Configure/Modify,5/11/22 16:49,6,0
INC0116850,Email,,Student Computing,5/15/22 9:00,5/12/22 9:00,Google Mail,Error/Bug,5/10/22 17:53,16,0
INC0116871,Email,,Service Desk,5/14/22 17:00,5/11/22 17:00,College Account/Identity Mgmt,Error/Bug,5/11/22 16:29,2,0
INC0116734,Self-service,,Systems,5/14/22 16:00,5/11/22 16:00,Other/Not Listed,Configure/Modify,5/4/22 16:34,10,1
INC0116766,Phone,,Service Desk,5/14/22 15:00,5/11/22 15:00,Desktop Application,Configure/Modify,5/6/22 10:58,5,0
INC0116856,Self-service,,Service Desk,5/14/22 15:00,5/11/22 15:00,Computer (Desktop/Laptop),Configure/Modify,5/11/22 9:19,6,3
INC0113611,Email,,Service Desk,5/14/22 15:00,5/11/22 15:00,Computer (Desktop/Laptop),Install/New,1/10/22 10:02,14,4
INC0116654,Email,,Service Desk,5/14/22 11:00,5/11/22 11:00,Computer (Desktop/Laptop),Install/New,4/29/22 15:35,7,0
INC0116667,Email,,Service Desk,5/14/22 11:00,5/11/22 11:00,Desktop Application,Security/Policy Breach,5/2/22 10:14,11,0
INC0116665,Email,,Student Computing,5/14/22 11:00,5/11/22 11:00,General Information,How To/Question,5/2/22 9:32,4,0
INC0116840,Email,,Service Desk,5/14/22 11:00,5/11/22 11:00,General Information,How To/Question,5/10/22 15:06,4,0
INC0116838,Email,,Systems,5/14/22 10:00,5/11/22 10:00,Desktop Application,Configure/Modify,5/10/22 14:10,6,1
INC0116736,Email,,Networks,5/14/22 10:00,5/11/22 10:00,Wired Network,Install/New,5/4/22 22:07,6,1
INC0116855,Email,,Service Desk,5/14/22 10:00,5/11/22 10:00,Server,Configure/Modify,5/11/22 9:13,4,0
INC0116661,Email,,Student Computing,5/14/22 10:00,5/11/22 10:00,College Account/Identity Mgmt,Connectivity/Down,5/1/22 15:17,5,0
INC0116853,Email,,Student Computing,5/14/22 9:00,5/11/22 9:00,Other/Not Listed,Connectivity/Down,5/10/22 20:26,4,0
INC0116854,Email,,Service Desk,5/14/22 9:00,5/11/22 9:00,Other/Not Listed,Error/Bug,5/11/22 7:46,2,0
INC0116841,Email,,Service Desk,5/14/22 9:00,5/11/22 9:00,Google Docs/Drive,Configure/Modify,5/10/22 15:06,3,0
INC0116848,Email,,Service Desk,5/13/22 21:00,5/10/22 21:00,Other/Not Listed,Error/Bug,5/10/22 17:17,6,0
INC0116847,Email,,Service Desk,5/13/22 21:00,5/10/22 21:00,Other/Not Listed,Error/Bug,5/10/22 17:07,6,0
INC0116846,Phone,,Service Desk,5/13/22 21:00,5/10/22 21:00,Google Mail,Error/Bug,5/10/22 16:41,6,0
INC0116851,Email,,Service Desk,5/13/22 21:00,5/10/22 21:00,Other/Not Listed,Error/Bug,5/10/22 18:13,7,0
INC0116849,Email,,Service Desk,5/13/22 21:00,5/10/22 21:00,Other/Not Listed,Connectivity/Down,5/10/22 17:45,7,0
INC0116844,Email,,Student Computing,5/13/22 17:00,5/10/22 17:00,Google Mail,Install/New,5/10/22 15:45,6,1
INC0116845,Email,,Service Desk,5/13/22 17:00,5/10/22 17:00,General Information,How To/Question,5/10/22 15:59,4,0
INC0116727,Self-service,,Service Desk,5/13/22 16:00,5/10/22 16:00,Desktop Application,Configure/Modify,5/4/22 11:57,19,3
INC0116843,Phone,,Service Desk,5/13/22 16:00,5/10/22 16:00,Peripheral,Install/New,5/10/22 15:25,1,0
INC0116814,Self-service,,Networks,5/13/22 16:00,5/10/22 16:00,Wired Network,Configure/Modify,5/9/22 14:03,5,1
INC0116653,Email,,Student Computing,5/13/22 16:00,5/10/22 16:00,Other/Not Listed,How To/Question,4/29/22 15:23,7,0
INC0116413,Email,,Service Desk,5/13/22 16:00,5/10/22 16:00,Desktop Application,Install/New,4/20/22 13:07,11,0
INC0116712,Self-service,,Service Desk,5/13/22 15:00,5/10/22 15:00,OS,How To/Question,5/3/22 16:50,6,0
INC0116836,Phone,,Service Desk,5/13/22 15:00,5/10/22 15:00,Desktop Application,How To/Question,5/10/22 13:56,1,0
INC0116835,Phone,,Service Desk,5/13/22 14:00,5/10/22 14:00,Computer (Desktop/Laptop),Configure/Modify,5/10/22 13:37,1,0
INC0114939,Self-service,,Service Desk,5/13/22 14:00,5/10/22 14:00,Computer (Desktop/Laptop),Install/New,2/18/22 14:15,32,6
INC0116626,Email,,Service Desk,5/13/22 14:00,5/10/22 14:00,Computer (Desktop/Laptop),Configure/Modify,4/28/22 16:45,6,0
INC0116704,Email,,Service Desk,5/13/22 13:00,5/10/22 13:00,Desktop Application,How To/Question,5/3/22 14:16,7,0
INC0113758,Self-service,,Service Desk,5/13/22 13:00,5/10/22 13:00,Computer (Desktop/Laptop),How To/Question,1/14/22 15:03,17,2
INC0116830,Self-service,,Service Desk,5/13/22 13:00,5/10/22 13:00,Google Alias/Group,Configure/Modify,5/10/22 10:37,6,0
INC0116825,Phone,,Service Desk,5/13/22 13:00,5/10/22 13:00,MFA,Configure/Modify,5/10/22 9:16,2,0
INC0116815,Phone,,Service Desk,5/13/22 13:00,5/10/22 13:00,Computer (Desktop/Laptop),Configure/Modify,5/9/22 14:14,4,1
INC0116822,Self-service,,Service Desk,5/13/22 13:00,5/10/22 13:00,OS,How To/Question,5/10/22 8:07,4,0
INC0116723,Email,,Service Desk,5/13/22 13:00,5/10/22 13:00,General Information,How To/Question,5/4/22 10:38,5,0
INC0116833,Email,,Service Desk,5/13/22 12:00,5/10/22 12:00,Computer (Desktop/Laptop),Configure/Modify,5/10/22 11:36,2,0
INC0116614,Email,,Student Computing,5/13/22 12:00,5/10/22 12:00,College Account/Identity Mgmt,How To/Question,4/28/22 10:20,9,0
INC0116829,Self-service,,Service Desk,5/13/22 11:00,5/10/22 11:00,General Information,How To/Question,5/10/22 9:48,16,0
INC0116826,Email,,Service Desk,5/13/22 11:00,5/10/22 11:00,VPN/Remote Access,Configure/Modify,5/10/22 9:27,6,0
INC0116743,Self-service,,Service Desk,5/13/22 11:00,5/10/22 11:00,Computer (Desktop/Laptop),Performance,5/5/22 10:07,7,0
INC0116831,Walk-in,,Service Desk,5/13/22 11:00,5/10/22 11:00,Computer (Desktop/Laptop),Configure/Modify,5/10/22 10:43,1,0
INC0116821,Email,,Service Desk,5/13/22 10:00,5/10/22 10:00,Desktop Application,How To/Question,5/9/22 17:39,5,0
INC0116010,Email,,Networks,5/13/22 10:00,5/10/22 10:00,Wireless Network,Configure/Modify,4/4/22 10:11,17,1
INC0116137,Email,,Enterprise Applications,5/13/22 10:00,5/10/22 10:00,ERP,Configure/Modify,4/7/22 19:00,16,1
INC0116754,Email,,Service Desk,5/13/22 9:00,5/10/22 9:00,College Account/Identity Mgmt,Error/Bug,5/5/22 14:30,5,0
INC0116795,Email,,Service Desk,5/13/22 9:00,5/10/22 9:00,College Account/Identity Mgmt,Configure/Modify,5/9/22 9:39,3,0
INC0116768,Email,,Enterprise Applications,5/12/22 17:00,5/9/22 17:00,ERP,Install/New,5/6/22 11:30,5,0
INC0116762,Email,,Enterprise Applications,5/12/22 17:00,5/9/22 17:00,ERP,Configure/Modify,5/5/22 17:08,12,1
INC0116639,Email,,Service Desk,5/12/22 17:00,5/9/22 17:00,Computer (Desktop/Laptop),Relocate/Transfer,4/29/22 10:40,10,0
INC0116819,Phone,,Service Desk,5/12/22 16:00,5/9/22 16:00,College Account/Identity Mgmt,Error/Bug,5/9/22 15:17,1,0
INC0116798,Self-service,,Service Desk,5/12/22 16:00,5/9/22 16:00,Desktop Application,How To/Question,5/9/22 9:59,4,0
INC0116756,Email,,Enterprise Applications,5/12/22 16:00,5/9/22 16:00,College Account/Identity Mgmt,How To/Question,5/5/22 15:02,23,1
INC0116812,Email,,Service Desk,5/12/22 15:00,5/9/22 15:00,OS,How To/Question,5/9/22 13:08,2,0
INC0116793,Self-service,,Service Desk,5/12/22 15:00,5/9/22 15:00,College Account/Identity Mgmt,Configure/Modify,5/9/22 9:30,4,0
INC0116810,Email,,Service Desk,5/12/22 15:00,5/9/22 15:00,Computer (Desktop/Laptop),Configure/Modify,5/9/22 11:52,6,0
INC0116732,Self-service,,Enterprise Applications,5/12/22 14:00,5/9/22 14:00,ERP,Configure/Modify,5/4/22 15:28,5,1
INC0116809,Phone,,Service Desk,5/12/22 12:00,5/9/22 12:00,Office Printer,Configure/Modify,5/9/22 11:49,1,0
INC0116774,Email,,Systems,5/12/22 12:00,5/9/22 12:00,Google Mail,How To/Question,5/6/22 14:22,10,1
INC0116805,Self-service,,Service Desk,5/12/22 12:00,5/9/22 12:00,Phone/Fax/Credit Card Line,How To/Question,5/9/22 11:20,2,0
INC0116802,Email,,Service Desk,5/12/22 12:00,5/9/22 12:00,Windows File Server (fs),Configure/Modify,5/9/22 10:59,3,0
INC0116744,Email,,Service Desk,5/12/22 11:00,5/9/22 11:00,College Account/Identity Mgmt,Password,5/5/22 10:25,9,0
INC0116801,Email,,Enterprise Applications,5/12/22 11:00,5/9/22 11:00,College Account/Identity Mgmt,How To/Question,5/9/22 10:49,3,1
INC0116796,Self-service,,Service Desk,5/12/22 11:00,5/9/22 11:00,College Account/Identity Mgmt,Password,5/9/22 9:39,4,0
INC0116718,Self-service,,Networks,5/12/22 11:00,5/9/22 11:00,Wired Network,Performance,5/4/22 8:03,6,0
INC0116628,Self-service,,Service Desk,5/12/22 11:00,5/9/22 11:00,College Account/Identity Mgmt,Password,4/28/22 23:23,4,0
INC0116610,Email,,Service Desk,5/12/22 11:00,5/9/22 11:00,College Account/Identity Mgmt,Password,4/28/22 8:41,3,0
INC0116794,Self-service,,Service Desk,5/12/22 11:00,5/9/22 11:00,Server,Configure/Modify,5/9/22 9:31,5,0
INC0116797,Walk-in,,Service Desk,5/12/22 10:00,5/9/22 10:00,College Account/Identity Mgmt,Password,5/9/22 9:53,1,0
INC0116759,Email,,Service Desk,5/12/22 10:00,5/9/22 10:00,Computer (Desktop/Laptop),Install/New,5/5/22 16:18,9,2
INC0116792,Email,,Service Desk,5/12/22 10:00,5/9/22 10:00,Computer (Desktop/Laptop),Broken/Not Working,5/9/22 9:13,4,0
INC0116707,Email,,Student Computing,5/12/22 10:00,5/9/22 10:00,College Account/Identity Mgmt,How To/Question,5/3/22 14:52,11,0
INC0116787,Email,,Service Desk,5/11/22 20:00,5/8/22 20:00,Desktop Application,Configure/Modify,5/8/22 19:17,4,0
INC0116776,Email,,Service Desk,5/10/22 15:00,5/7/22 15:00,MFA,How To/Question,5/6/22 14:32,11,3
INC0116778,Email,,Service Desk,5/9/22 18:00,5/6/22 18:00,General Information,How To/Question,5/6/22 14:36,3,0
INC0116735,Email,,Service Desk,5/9/22 18:00,5/6/22 18:00,Computer (Desktop/Laptop),Relocate/Transfer,5/4/22 18:35,18,2
INC0114972,Email,,Service Desk,2/24/22 13:00,2/21/22 13:00,Bogus/Duplicate Record,Maintenance,2/21/22 11:51,4,0
INC0116514,Phone,,Service Desk,5/9/22 17:00,5/6/22 17:00,Desktop Application,Install/New,4/25/22 13:21,3,0
INC0116781,Email,,Enterprise Applications,5/9/22 17:00,5/6/22 17:00,College Account/Identity Mgmt,Remove/Delete,5/6/22 16:10,5,1
INC0116752,Email,,Service Desk,5/9/22 17:00,5/6/22 17:00,College Account/Identity Mgmt,Error/Bug,5/5/22 13:39,7,2
INC0116780,Self-service,,Enterprise Applications,5/9/22 16:00,5/6/22 16:00,Informer,Performance,5/6/22 15:10,6,1
INC0116772,Self-service,,Service Desk,5/9/22 16:00,5/6/22 16:00,Google Mail,How To/Question,5/6/22 13:09,7,0
INC0116753,Phone,,Service Desk,5/9/22 15:00,5/6/22 15:00,College Account/Identity Mgmt,Error/Bug,5/5/22 13:40,3,0
INC0116662,Self-service,,Student Computing,5/9/22 14:00,5/6/22 14:00,Computer (Desktop/Laptop),Broken/Not Working,5/1/22 16:53,8,0
INC0116770,Email,,Service Desk,5/9/22 13:00,5/6/22 13:00,General Information,How To/Question,5/6/22 12:19,2,0
INC0116765,Phone,,Service Desk,5/9/22 12:00,5/6/22 12:00,MFA,Configure/Modify,5/6/22 10:55,1,0
INC0116764,Email,,Service Desk,5/9/22 11:00,5/6/22 11:00,Windows File Server (fs),Configure/Modify,5/6/22 9:41,4,0
INC0116763,Email,,Service Desk,5/9/22 10:00,5/6/22 10:00,Computer (Desktop/Laptop),Configure/Modify,5/6/22 8:08,4,0
INC0116758,Email,,Service Desk,5/9/22 10:00,5/6/22 10:00,Computer (Desktop/Laptop),Configure/Modify,5/5/22 15:56,7,3
INC0116761,Email,,Service Desk,5/9/22 10:00,5/6/22 10:00,General Information,How To/Question,5/5/22 17:04,2,0
INC0116521,Email,,Service Desk,5/9/22 10:00,5/6/22 10:00,Windows File Server (fs),Configure/Modify,4/25/22 14:43,3,0
INC0116254,Email,,Service Desk,4/28/22 17:00,4/25/22 17:00,Desktop Application,Configure/Modify,4/13/22 14:53,11,0
INC0116579,Email,,Student Computing,5/8/22 18:00,5/5/22 18:00,Other Google Service,Configure/Modify,4/26/22 17:57,5,0
INC0116757,Email,,Service Desk,5/8/22 17:00,5/5/22 17:00,Desktop Application,How To/Question,5/5/22 15:10,4,0
INC0116760,Email,,Service Desk,5/8/22 17:00,5/5/22 17:00,Desktop Application,Error/Bug,5/5/22 16:32,3,0
INC0116746,Email,,Networks,5/8/22 17:00,5/5/22 17:00,Wireless Network,Performance,5/5/22 10:45,10,1
INC0116724,Email,,Systems,5/8/22 15:00,5/5/22 15:00,PowerFAIDS,Error/Bug,5/4/22 10:40,15,1
INC0116748,Walk-in,,Service Desk,5/8/22 12:00,5/5/22 12:00,College Account/Identity Mgmt,Password,5/5/22 11:23,1,0
INC0116737,Email,,Service Desk,5/8/22 12:00,5/5/22 12:00,Google Mail,Security/Policy Breach,5/5/22 8:59,6,0
INC0116739,Email,,Service Desk,5/8/22 12:00,5/5/22 12:00,General Information,How To/Question,5/5/22 9:38,3,0
INC0116742,Email,,Service Desk,5/8/22 11:00,5/5/22 11:00,Monitor,Error/Bug,5/5/22 10:05,4,0
INC0116745,Walk-in,,Service Desk,5/8/22 11:00,5/5/22 11:00,Desktop Application,How To/Question,5/5/22 10:43,1,0
INC0116740,Email,,Service Desk,5/8/22 11:00,5/5/22 11:00,Workday,How To/Question,5/5/22 9:44,2,0
INC0116534,Email,,Student Computing,5/8/22 11:00,5/5/22 11:00,College Account/Identity Mgmt,Password,4/26/22 10:21,5,0
INC0116703,Phone,,Service Desk,5/8/22 11:00,5/5/22 11:00,College Account/Identity Mgmt,Configure/Modify,5/3/22 14:16,6,0
INC0116491,Phone,,Service Desk,5/8/22 11:00,5/5/22 11:00,Peripheral,Loaner Equipment,4/25/22 10:01,5,0
INC0116600,Self-service,,Service Desk,5/8/22 10:00,5/5/22 10:00,Other Google Service,Configure/Modify,4/27/22 14:38,3,0
INC0116529,Email,,Student Computing,5/8/22 10:00,5/5/22 10:00,Other Google Service,Restore/Recover,4/25/22 18:01,4,0
INC0116738,Email,,Service Desk,5/8/22 10:00,5/5/22 10:00,Bogus/Duplicate Record,Maintenance,5/5/22 9:06,2,0
INC0116729,Email,,Service Desk,5/7/22 17:00,5/4/22 17:00,Desktop Application,Configure/Modify,5/4/22 12:31,7,0
INC0116716,Email,,Service Desk,5/7/22 17:00,5/4/22 17:00,Bogus/Duplicate Record,Maintenance,5/3/22 17:42,4,0
INC0116607,Email,,Student Computing,5/7/22 16:00,5/4/22 16:00,Other Google Service,How To/Question,4/27/22 22:13,5,0
INC0116548,Email,,Service Desk,5/7/22 16:00,5/4/22 16:00,College Account/Identity Mgmt,Error/Bug,4/26/22 12:48,9,0
INC0116211,Self-service,,Service Desk,5/7/22 16:00,5/4/22 16:00,ADP,Configure/Modify,4/12/22 12:40,25,0
INC0116615,Email,,Student Computing,5/7/22 16:00,5/4/22 16:00,MFA,Configure/Modify,4/28/22 11:18,5,0
INC0115012,Email,,Service Desk,5/7/22 16:00,5/4/22 16:00,Computer (Desktop/Laptop),Remove/Delete,2/22/22 10:29,6,0
INC0116722,Email,,Systems,5/7/22 15:00,5/4/22 15:00,PowerFAIDS,Configure/Modify,5/4/22 10:20,8,1
INC0116721,Email,,Student Computing,5/7/22 15:00,5/4/22 15:00,Other Google Service,Restore/Recover,5/4/22 10:02,11,0
INC0116726,Walk-in,,Service Desk,5/7/22 14:00,5/4/22 14:00,MFA,Configure/Modify,5/4/22 11:42,3,0
INC0116731,Walk-in,,Service Desk,5/7/22 14:00,5/4/22 14:00,Desktop Application,Configure/Modify,5/4/22 13:34,1,0
INC0116513,Phone,,Service Desk,5/7/22 14:00,5/4/22 14:00,OS,Error/Bug,4/25/22 13:17,2,0
INC0116720,Self-service,,Project Management Office,5/7/22 13:00,5/4/22 13:00,Other/Not Listed,Error/Bug,5/4/22 8:37,4,1
INC0116717,Email,,Service Desk,5/7/22 12:00,5/4/22 12:00,College Account/Identity Mgmt,Password,5/3/22 17:44,6,0
INC0115143,Self-service,,Service Desk,5/7/22 11:00,5/4/22 11:00,Computer (Desktop/Laptop),Install/New,2/28/22 11:29,26,6
INC0116261,Email,,Service Desk,4/22/22 11:00,4/19/22 11:00,Desktop Application,Connectivity/Down,4/13/22 17:38,5,0
INC0116711,Email,,Networks,5/7/22 10:00,5/4/22 10:00,Wireless Network,Security/Policy Breach,5/3/22 16:24,6,1
INC0116701,Email,,Service Desk,5/7/22 10:00,5/4/22 10:00,Desktop Application,How To/Question,5/3/22 13:31,5,0
INC0116652,Email,,Service Desk,5/7/22 10:00,5/4/22 10:00,College Account/Identity Mgmt,Password,4/29/22 15:15,4,0
INC0116713,Email,,Service Desk,5/6/22 19:00,5/3/22 19:00,College Account/Identity Mgmt,Error/Bug,5/3/22 17:02,5,0
INC0116347,Email,,Service Desk,5/6/22 18:00,5/3/22 18:00,Computer (Desktop/Laptop),Maintenance,4/18/22 16:04,7,0
INC0116516,Email,,Service Desk,5/6/22 18:00,5/3/22 18:00,Windows File Server (fs),Configure/Modify,4/25/22 13:38,6,0
INC0116641,Email,,Service Desk,5/6/22 18:00,5/3/22 18:00,College Account/Identity Mgmt,Password,4/29/22 11:04,3,0
